GPS,Latitude,Longitude,Speed,RPM,Date,Time
GPS2,48.783294,11.476114,1.764544,3285,14-4-2023,11:45:47
GPS1,48.783325,11.476195,0.920855,3285,14-4-2023,11:45:43
GPS3,48.783329,11.476170,1.764544,3030,14-4-2023,11:45:44
GPS2,48.783287,11.476142,1.671944,3030,14-4-2023,11:45:48
GPS1,48.783321,11.476209,1.142067,3030,14-4-2023,11:45:44
GPS3,48.783329,11.476170,1.764544,3030,14-4-2023,11:45:44
GPS2,48.783287,11.476142,1.671944,3030,14-4-2023,11:45:48
GPS1,48.783321,11.476209,1.142067,3030,14-4-2023,11:45:44
GPS3,48.783321,11.476192,1.646222,3390,14-4-2023,11:45:45
GPS2,48.783279,11.476166,1.790266,3390,14-4-2023,11:45:49
GPS1,48.783313,11.476219,0.421844,3390,14-4-2023,11:45:45
GPS3,48.783321,11.476192,1.646222,3390,14-4-2023,11:45:45
GPS2,48.783279,11.476166,1.790266,3390,14-4-2023,11:45:49
GPS1,48.783313,11.476219,0.421844,3390,14-4-2023,11:45:45
GPS2,48.783271,11.476195,1.805700,2700,14-4-2023,11:45:50
GPS3,48.783313,11.476212,1.589633,2700,14-4-2023,11:45:46
GPS1,48.783309,11.476235,1.311833,2700,14-4-2023,11:45:46
GPS2,48.783271,11.476195,1.805700,2700,14-4-2023,11:45:50
GPS3,48.783313,11.476212,1.589633,2700,14-4-2023,11:45:46
GPS1,48.783309,11.476235,1.311833,2700,14-4-2023,11:45:46
GPS2,48.783267,11.476221,1.620500,2490,14-4-2023,11:45:51
GPS3,48.783309,11.476235,1.795411,2490,14-4-2023,11:45:47
GPS1,48.783309,11.476256,1.445589,2490,14-4-2023,11:45:47
GPS2,48.783267,11.476221,1.620500,2490,14-4-2023,11:45:51
GPS3,48.783309,11.476235,1.795411,2490,14-4-2023,11:45:47
GPS1,48.783309,11.476256,1.445589,2490,14-4-2023,11:45:47
GPS3,48.783306,11.476259,2.001189,2520,14-4-2023,11:45:48
GPS2,48.783264,11.476251,1.882866,2520,14-4-2023,11:45:52
GPS1,48.783302,11.476284,1.774833,2520,14-4-2023,11:45:48
GPS3,48.783306,11.476259,2.001189,2520,14-4-2023,11:45:48
GPS2,48.783264,11.476251,1.882866,2520,14-4-2023,11:45:52
GPS1,48.783302,11.476284,1.774833,2520,14-4-2023,11:45:48
GPS3,48.783298,11.476285,2.026911,2700,14-4-2023,11:45:49
GPS2,48.783260,11.476273,1.563911,2700,14-4-2023,11:45:53
